,id,source,severity,distance(mi),description,street,city,county,state,zipcode,country,timezone,airport_code,temperature(f),wind_chill(f),humidity(%),pressure(in),visibility(mi),wind_direction,wind_speed(mph),weather_condition,amenity,bump,crossing,give_way,junction,no_exit,railway,roundabout,station,stop,traffic_calming,traffic_signal,turning_loop,sunrise_sunset,civil_twilight,nautical_twilight,astronomical_twilight,s_date,s_time,e_date,e_time,weather_time
834,A-835,Source2,2,0.0,Accident on Princeton St both ways at Bianca Ln.,Princeton St,Hayward,Alameda,CA,94541-3811,US,US/Pacific,KHWD,57.0,23.36869565217391,74.0,30.01,8.0,West,8.1,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,05:53:46,2016-06-22,06:38:46,05:54:00
835,A-836,Source2,3,0.0,Accident on I-880 Southbound at Exit 19 CA-84 Thornton Ave.,Nimitz Fwy S,Newark,Alameda,CA,94560,US,US/Pacific,KPAO,57.2,23.36869565217391,88.0,29.99,8.0,Calm,9.841448058761804,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-06-22,05:45:14,2016-06-22,06:30:14,06:47:00
836,A-837,Source2,2,0.0,Right hand shoulder blocked due to accident on US-101 Redwood Hwy Southbound at US-101 Redwood Hwy.,Redwood Hwy S,Novato,Marin,CA,94945,US,US/Pacific,KDVO,50.0,23.36869565217391,94.0,29.98,5.0,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,06:46:30,2016-06-22,07:28:00,06:55:00
837,A-838,Source2,2,0.0,Shoulder blocked on exit ramp due to accident on US-101 Northbound at Exits 419A 419B Bayshore Hwy.,US-101 N,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,55.9,23.36869565217391,80.0,30.0,10.0,West,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,06:40:26,2016-06-22,07:25:26,06:56:00
838,A-839,Source2,3,0.0,Right hand shoulder blocked due to accident on I-5 Southbound at Exits 521 521A Garden Hwy.,Garden Hwy,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,64.4,23.36869565217391,56.0,29.92,7.0,SSE,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,07:07:21,2016-06-22,07:52:21,07:15:00
839,A-840,Source2,3,0.0,#6 lane blocked and right hand shoulder blocked due to accident on I-680 Southbound after Exit 20 Andrade Rd.,Andrade Rd,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,62.1,23.36869565217391,65.0,29.97,10.0,WNW,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,08:01:02,2016-06-22,08:46:36,07:53:00
840,A-841,Source2,2,0.0,Fuel spillage on Greenstone Rd at Studebaker Rd.,Greenstone Rd,Placerville,El Dorado,CA,95667-8245,US,US/Pacific,KPVF,77.0,23.36869565217391,24.0,30.03,10.0,SE,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,08:43:06,2016-06-22,09:28:06,08:35:00
841,A-842,Source2,3,0.0,Right hand shoulder blocked due to accident on I-80 Westbound near Exits 43 44A Abernathy Rd.,Abernathy Rd,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,62.1,23.36869565217391,70.0,29.96,10.0,WSW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,09:11:07,2016-06-22,09:41:07,08:54:00
842,A-843,Source2,2,0.0,Accident on Graham Hill Rd at Lockewood Ln.,Graham Hill Rd,Scotts Valley,Santa Cruz,CA,95066-4304,US,US/Pacific,KWVI,57.0,23.36869565217391,87.0,30.03,8.0,Calm,9.841448058761804,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,09:16:22,2016-06-22,09:46:22,09:14:00
843,A-844,Source2,3,0.0,Left lane blocked due to accident on I-580 Eastbound after Exit 55 Vasco Rd.,I-580 E,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,66.0,23.36869565217391,56.0,29.97,10.0,WNW,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,09:12:40,2016-06-22,09:42:40,08:53:00
844,A-845,Source2,2,0.0,One lane blocked due to accident on CA-26 at Wimer Rd.,N Wimer Rd,Linden,San Joaquin,CA,95236-9425,US,US/Pacific,KSCK,80.1,23.36869565217391,32.0,29.93,10.0,WNW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,09:26:11,2016-06-22,10:11:11,09:55:00
845,A-846,Source2,2,0.0,Accident on Cabrillo Ave at County Hwy-G2 Lawrence Expy.,Cabrillo Ave,Santa Clara,Santa Clara,CA,95051,US,US/Pacific,KSJC,70.0,23.36869565217391,53.0,30.0,10.0,NW,6.9,Clear,False,False,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,09:47:26,2016-06-22,10:17:26,09:53:00
846,A-847,Source2,3,0.0,#2 &amp; #3 lane blocked due to accident on I-80 Westbound at I-80 Exit 20 / Richmond Pkwy.,Richmond Pkwy,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,72.0,23.36869565217391,43.0,29.92,10.0,SSW,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,10:03:15,2016-06-22,10:33:15,09:53:00
847,A-848,Source2,3,0.0,Middle lane blocked due to accident on I-80 Westbound before Exit 22 Pinole Valley Rd.,Pinole Valley Rd,Pinole,Contra Costa,CA,94564,US,US/Pacific,KCCR,72.0,23.36869565217391,43.0,29.92,10.0,SSW,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:04:15,2016-06-22,10:34:15,09:53:00
848,A-849,Source2,2,0.0,Right hand shoulder blocked due to accident on CA-84 Woodside Rd Northbound before Exit 408 / CA-84 Woodside Rd.,Woodside Rd,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,66.2,23.36869565217391,52.0,30.01,10.0,West,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:08:16,2016-06-22,10:38:16,09:47:00
849,A-850,Source2,2,0.0,Accident on US-50 Eastbound at Exit 15 Mather Field Rd.,US-50 E,Rancho Cordova,Sacramento,CA,95670,US,US/Pacific,KMHR,73.4,23.36869565217391,41.0,29.93,10.0,SSW,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:11:14,2016-06-22,10:56:14,09:45:00
850,A-851,Source2,3,0.0,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 23 Alvarado Niles Rd.,Alvarado Niles Rd,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,61.0,23.36869565217391,64.0,30.05,10.0,WNW,12.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:21:08,2016-06-22,10:51:08,09:54:00
851,A-852,Source2,2,0.0,Accident on CA-4 Eastbound near CA-242.,CA-4 E,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,72.0,23.36869565217391,43.0,29.92,10.0,SSW,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:18:36,2016-06-22,10:48:36,09:53:00
852,A-853,Source2,3,0.0,Accident on I-580 Westbound near I-680.,I-580 W,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,70.0,23.36869565217391,49.0,29.97,10.0,WNW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:14:58,2016-06-22,10:44:58,09:53:00
853,A-854,Source2,3,0.0,#1 &amp; #2 lane blocked due to accident on I-80 Westbound at Greenback Ln.,I-80 W,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,75.2,23.36869565217391,38.0,29.94,7.0,South,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:17:01,2016-06-22,11:02:01,10:15:00
854,A-855,Source2,2,0.0,Slow lane blocked due to accident on CA-92 Half Moon Bay Rd Eastbound at Canada Rd.,Canada Rd,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,66.2,23.36869565217391,52.0,30.02,10.0,West,13.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,10:26:47,2016-06-22,10:56:47,10:47:00
855,A-856,Source2,2,0.0,Accident on Blanco Rd at Davis Rd.,W Blanco Rd,Salinas,Monterey,CA,93901,US,US/Pacific,KSNS,64.0,23.36869565217391,63.0,30.04,8.0,Variable,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,10:22:06,2016-06-22,10:52:06,09:53:00
856,A-857,Source2,3,0.0,Accident on I-880 Northbound at Broadway.,I-880 S,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,61.0,23.36869565217391,70.0,30.03,10.0,Variable,6.9,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,10:33:41,2016-06-22,11:03:41,10:53:00
857,A-858,Source2,3,0.0,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 515 Seamas Ave.,I-5 N,Sacramento,Sacramento,CA,95822,US,US/Pacific,KSAC,77.0,23.36869565217391,43.0,29.93,10.0,SW,6.9,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:49:43,2016-06-22,11:19:43,10:53:00
858,A-859,Source2,2,0.0,Right hand shoulder blocked due to accident on US-101 Redwood Hwy Southbound at Ignacio Blvd.,US-101 S,Novato,Marin,CA,94949,US,US/Pacific,KDVO,69.8,23.36869565217391,53.0,29.98,7.977432296890672,SW,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:00:11,2016-06-22,11:30:11,10:55:00
859,A-860,Source2,2,0.0,Slow lane blocked due to accident on CA-37 Sears Point Rd Westbound at CA-121 Arnold Dr.,Sears Point Rd,Petaluma,Sonoma,CA,94954,US,US/Pacific,KO69,68.0,23.36869565217391,52.0,30.0,9.0,WNW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:02:15,2016-06-22,11:32:15,10:55:00
860,A-861,Source2,3,0.0,Middle lane blocked due to accident on I-80 Westbound at Exit 14B Carlson Blvd.,I-80 E,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,75.0,23.36869565217391,40.0,29.92,10.0,SSW,16.1,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,10:53:26,2016-06-22,11:23:26,10:53:00
861,A-862,Source2,2,0.0,Gore point obstructed due to accident on CA-24 Westbound after Exit 7A / Fish Ranch Rd.,Fish Ranch Rd,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,75.0,23.36869565217391,40.0,29.92,10.0,SSW,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:54:18,2016-06-22,11:24:18,10:53:00
862,A-863,Source2,2,0.0,Accident on Old San Jose Rd at Oneill Ln.,Old San Jose Rd,Soquel,Santa Cruz,CA,95073,US,US/Pacific,KWVI,66.9,23.36869565217391,63.0,30.03,10.0,SE,4.6,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,10:58:22,2016-06-22,11:28:22,10:53:00
863,A-864,Source2,2,0.0,Accident on Lighthouse Ave at Reeside Ave.,Reeside Ave,Monterey,Monterey,CA,93940-1809,US,US/Pacific,KMRY,57.9,23.36869565217391,78.0,30.1,8.0,West,10.4,Scattered Clouds,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2016-06-22,10:57:43,2016-06-22,11:27:43,10:54:00
864,A-865,Source2,3,0.0,Right hand shoulder blocked due to accident on I-580 Westbound after Airway Blvd.,Airway Blvd,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,75.0,23.36869565217391,41.0,29.97,10.0,WNW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:52:25,2016-06-22,11:22:25,10:53:00
865,A-866,Source2,2,0.0,Accident on Blanco Rd at Hitchcock Rd.,W Blanco Rd,Salinas,Monterey,CA,93908-9235,US,US/Pacific,KSNS,63.0,23.36869565217391,67.0,30.05,9.0,West,15.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,10:57:10,2016-06-22,11:27:10,10:53:00
866,A-867,Source2,3,0.0,Accident on I-80 Eastbound near Georgia St.,Georgia St,Vallejo,Solano,CA,94590,US,US/Pacific,KAPC,69.1,23.36869565217391,57.0,29.95,10.0,SSW,13.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:04:27,2016-06-22,11:34:27,10:54:00
867,A-868,Source2,3,0.0,Right hand shoulder blocked and slow lane blocked due to accident on I-680 Southbound before Mission Blvd.,I-680 S,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,66.9,23.36869565217391,63.0,30.03,10.0,North,9.2,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:05:21,2016-06-22,11:35:21,10:56:00
868,A-869,Source2,3,0.0,#3 &amp; #4 lane blocked due to accident on I-680 Southbound before Exit 8 / CA-237.,E Calaveras Blvd,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,72.0,23.36869565217391,49.0,30.01,10.0,WNW,6.9,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:03:22,2016-06-22,11:33:22,10:53:00
869,A-870,Source2,3,0.0,Accident and spillage on I-680 Southbound after CA-84 Calaveras Rd.,I-680 S,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,75.0,23.36869565217391,41.0,29.97,10.0,WNW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:11:09,2016-06-22,11:41:09,10:53:00
870,A-871,Source2,3,0.0,Right hand shoulder blocked due to accident on I-80 Westbound near Exit 24 Willow Ave.,I-80 E,Hercules,Contra Costa,CA,94547,US,US/Pacific,KCCR,75.0,23.36869565217391,40.0,29.92,10.0,SSW,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:21:36,2016-06-22,11:51:36,10:53:00
871,A-872,Source2,3,0.0,Right hand shoulder blocked due to accident on I-880 Northbound at Exit 36 / Hegenberger Rd / Edes Ave.,I-880 N,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,62.1,23.36869565217391,67.0,30.03,10.0,West,8.1,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:19:53,2016-06-22,11:49:53,11:10:00
872,A-873,Source2,3,0.0,Right hand shoulder blocked due to accident on I-680 Southbound before Exit 56 / Marina Vista Ave.,I-680 S,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,75.0,23.36869565217391,40.0,29.92,10.0,SSW,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:18:40,2016-06-22,11:48:40,10:53:00
873,A-874,Source2,3,0.0,Accident on I-680 Southbound at Exit 22 Koopman Rd.,I-680 S,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,78.1,23.36869565217391,37.0,29.97,10.0,NW,9.2,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:24:04,2016-06-22,11:54:04,11:53:00
874,A-875,Source2,2,0.0,Accident on CA-1 Southbound at Fremont Blvd.,California Ave,Seaside,Monterey,CA,93955,US,US/Pacific,KMRY,57.9,23.36869565217391,78.0,30.06,8.0,WNW,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:13:07,2016-06-22,11:43:07,11:01:00
875,A-876,Source2,2,0.0,HOV lane blocked due to accident on US-101 Northbound before Exit 383 Tully Rd.,Bayshore Fwy S,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,77.0,23.36869565217391,41.0,30.02,10.0,WNW,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:23:11,2016-06-22,11:53:11,11:50:00
876,A-877,Source2,2,0.0,Accident on CA-99 Northbound at Exits 294A 294B 47th Ave.,CA-99 N,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,77.0,23.36869565217391,43.0,29.93,10.0,SW,6.9,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:19:52,2016-06-22,12:04:52,10:53:00
877,A-878,Source2,3,0.0,Accident on I-80 Eastbound at Exits 94A 94B Watt Ave.,I-80 E,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,80.6,23.36869565217391,32.0,29.94,8.0,South,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:17:24,2016-06-22,12:02:24,11:15:00
878,A-879,Source2,2,0.0,Accident on US-50 Westbound at Exit 11 Watt Ave.,El Dorado Fwy W,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,82.4,23.36869565217391,32.0,29.93,10.0,SSW,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:24:03,2016-06-22,12:09:03,11:46:00
879,A-880,Source2,3,0.0,Right hand shoulder blocked due to accident on I-580 Westbound at Exit 63 Grant Line Rd.,I-580 W,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,78.1,23.36869565217391,37.0,29.97,10.0,NW,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:26:59,2016-06-22,11:56:59,11:53:00
880,A-881,Source2,3,0.0,Accident on I-80 Westbound at Exit 22 Pinole Valley Rd.,Pinole Valley Rd,Pinole,Contra Costa,CA,94564,US,US/Pacific,KCCR,78.1,23.36869565217391,35.0,29.92,10.0,SSW,17.3,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:45:37,2016-06-22,12:15:37,11:53:00
881,A-882,Source2,2,0.0,Right hand shoulder blocked due to accident on CA-85 Southbound at Exits 19A 19B / Homestead Rd.,Homestead Rd,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,69.1,23.36869565217391,58.0,30.03,10.0,North,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,11:40:37,2016-06-22,12:10:37,11:56:00
882,A-883,Source2,2,0.0,Right hand shoulder blocked due to accident on CA-85 Northbound after Exit 14 Saratoga Ave.,Norman Y Mineta Hwy,Saratoga,Santa Clara,CA,95070,US,US/Pacific,KSJC,72.0,23.36869565217391,53.0,30.01,10.0,WNW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:09:08,2016-06-22,12:39:08,11:53:00
883,A-884,Source2,2,0.0,Accident on East Pkwy at Florin Rd.,East Pkwy,Sacramento,Sacramento,CA,95823-3131,US,US/Pacific,KSAC,81.0,23.36869565217391,38.0,29.93,10.0,Variable,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:04:35,2016-06-22,12:49:35,11:53:00
884,A-885,Source2,2,0.0,Accident on Waterman Rd at Elk Grove Blvd.,Elk Grove Blvd,Elk Grove,Sacramento,CA,95624-2101,US,US/Pacific,KSAC,81.0,23.36869565217391,38.0,29.93,10.0,Variable,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:03:52,2016-06-22,12:48:52,11:53:00
885,A-886,Source2,3,0.0,Right hand shoulder blocked due to accident on I-680 Southbound at CA-24.,Mt Diablo Blvd,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,81.0,23.36869565217391,30.0,29.91,10.0,South,15.0,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-22,12:24:23,2016-06-22,12:54:23,12:53:00
886,A-887,Source2,2,0.0,Accident on Carlton Ave near Fremont St.,Carlton Ave,Stockton,San Joaquin,CA,95203-1941,US,US/Pacific,KSCK,88.0,23.36869565217391,21.0,29.93,10.0,West,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:22:52,2016-06-22,13:07:52,11:55:00
887,A-888,Source2,3,0.0,Accident on I-80 Westbound at Exit 24 Willow Ave.,I-80 E,Hercules,Contra Costa,CA,94547,US,US/Pacific,KCCR,81.0,23.36869565217391,30.0,29.91,10.0,South,15.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:42:09,2016-06-22,13:12:09,12:53:00
888,A-889,Source2,3,0.0,Right hand shoulder blocked due to accident on I-238 Northbound at I-880.,Nimitz Fwy S,San Leandro,Alameda,CA,94579,US,US/Pacific,KHWD,64.0,23.36869565217391,60.0,30.05,10.0,West,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:29:21,2016-06-22,12:59:21,12:54:00
889,A-890,Source2,3,0.0,#1 lane blocked due to accident on I-280 Northbound at Exit 11 De Anza Blvd.,N De Anza Blvd,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,69.1,23.36869565217391,58.0,30.03,10.0,North,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:41:12,2016-06-22,13:11:12,12:56:00
890,A-891,Source2,2,0.0,Accident on County Hwy-G4 Montague Expy Eastbound near US-101.,Bayshore Fwy S,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,73.9,23.36869565217391,50.0,30.0,10.0,WNW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:31:22,2016-06-22,13:01:22,12:53:00
891,A-892,Source2,2,0.0,#2 &amp; #3 lane blocked due to accident on US-101 Southbound at Harney Way.,Bayshore Fwy S,Brisbane,San Mateo,CA,94005,US,US/Pacific,KSFO,63.0,23.36869565217391,63.0,30.03,10.0,West,21.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-22,12:46:58,2016-06-22,13:16:58,12:56:00
